Name,Adjusted Character,Attributes,Blessing of the Lantern,BotL Date in GL,BotL Date in JP,BotL Lv.2 Date in JP,BotL Lv.2 in JP,Class,Class Breakthrough,Class Breakthrough Date in GL,Class Breakthrough Date in JP,Continent,Crit,Crit (Lv. 120),E.Atk,E.Atk (Lv. 120),E.Def,E.Def (Lv. 120),GL Release Date,GL Score,GL Tier,General pool,HP,HP (Lv. 120),Influence,JP Release Date,JP Tier,JP game8 Score,Japanese Name,Job,Location,Obtained from,Overcharge,Overcharge Date in GL,Overcharge Date in JP,P.Atk,P.Atk (Lv. 120),P.Def,P.Def (Lv. 120),SP,SP (Lv. 120),Spd,Spd (Lv. 120),Ultimate Priority,Weakness to hit
Fabio,,"Character%20List/Fan%2011.png, Character%20List/Wind%2014.png",Available in GL,16 de enero de 2025,9 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,1 de agosto de 2024,Orsterra,272,307,376,441,342,392,27 de julio de 2022,,,Yes,2.776,3.596,Wealth,28 de octubre de 2020,F,"8,5",ファビオ,Dancer,Rippletide,Chance Encounters,Available in GL,30 de octubre de 2025,24 de octubre de 2024,250,300,255,305,480,550,337,402,,"Fan, Wind"
Molrusso EX,No,"Character%20List/Fan%2028.png, Character%20List/Sword%2034.png, Character%20List/Axe%2022.png, Character%20List/Staff%203.png, Character%20List/Tome%2025.png, Character%20List/Fire%2039.png",Available in GL,12 de febrero de 2026,13 de febrero de 2025,18 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,12 de febrero de 2026,13 de febrero de 2025,Overworld (Dragon Quest III),322,357,317,382,282,332,12 de febrero de 2026,,,Never,2.786,3.606,Domination,13 de febrero de 2025,S+,"9,9",モルルッソEx,Dancer,Memoir,Dragon Quest III Crossover Guidance,Available in GL,12 de febrero de 2026,13 de febrero de 2025,390,440,220,270,469,539,362,427,,"Axe, Fan, Fire, Staff, Sword, Tome"
Nina-Lanna,No,"Character%20List/Tome%2030.png, Character%20List/Dark%2033.png",Available in GL,6 de marzo de 2025,12 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,14 de agosto de 2025,4 de julio de 2024,Orsterra,251,301,461,526,305,355,6 de marzo de 2024,"4,56",D (4.99 - 4.00),Yes,2.806,3.466,Power,9 de diciembre de 2021,D,"9,2",ニーナラーナ,Scholar,Berecain,Chance Encounters,Available in GL,,16 de enero de 2025,216,266,276,326,572,662,283,333,Leave it at U Lv9,"Dark, Tome"
Merrit,,"Character%20List/Axe%2020.png, Character%20List/Light%2039.png",Available in GL,16 de enero de 2025,6 de julio de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,14 de febrero de 2024,Orsterra,223,273,310,375,228,278,27 de julio de 2022,,,Yes,3.210,4.030,Wealth,28 de octubre de 2020,F,"8,5",メレット,Apothecary,Sheperd's Rock,Chance Encounters,Available in GL,30 de octubre de 2025,27 de marzo de 2025,338,388,382,432,403,473,276,326,,"Axe, Light"
Madelaine,,"Character%20List/Staff_Staves%2015.png, Character%20List/Lightning_Thunder%2023.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,8 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️,Available in GL,,23 de mayo de 2024,Orsterra,284,319,355,420,393,458,27 de julio de 2022,,,Yes,2.777,3.517,Wealth,28 de octubre de 2020,F,8,マドレーヌ,Cleric,Clearbrook,Chance Encounters,Available in GL,30 de octubre de 2025,7 de noviembre de 2024,281,331,272,322,408,488,291,341,,"Lightning, Staff"
Iris,,"Character%20List/Fan%2020.png, Character%20List/Ice%2018.png",Available in GL,16 de enero de 2025,14 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,15 de agosto de 2024,Orsterra,267,302,382,447,347,397,27 de julio de 2022,,,Yes,2.766,3.586,Fame,28 de octubre de 2020,F,8,イリス,Dancer,Sunshade,Chance Encounters,Available in GL,30 de octubre de 2025,30 de enero de 2025,255,305,240,290,484,554,342,407,,"Fan, Ice"
Jane,No,Character%20List/Axe%2016.png,Available in GL,1 de mayo de 2025,28 de marzo de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,1 de mayo de 2025,28 de marzo de 2024,Solistia,278,328,271,336,258,308,1 de mayo de 2025,"7,14",A (8.49 - 7.00),Yes,3.075,3.895,Opulence,28 de marzo de 2024,C,"9,4",ジェイン,Apothecary,Memoir,Chance Encounters,Available in JP,,30 de enero de 2025,420,470,352,402,408,478,271,321,,Axe
Ramona,,"Character%20List/Staff_Staves%2026.png, Character%20List/Ice%2039.png",Available in GL,16 de enero de 2025,6 de julio de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,4 de julio de 2024,Orsterra,253,288,367,432,380,445,27 de julio de 2022,,,Yes,3.132,3.872,Power,28 de octubre de 2020,F+,9,ラモーナ,Cleric,Clearbrook,Chance Encounters,Available in GL,30 de octubre de 2025,21 de noviembre de 2024,240,290,228,278,371,451,340,390,,"Ice, Staff"
Levan,,"Character%20List/Tome%2022.png, Character%20List/Light%2033.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,26 de septiembre de 2024,Orsterra,241,291,344,409,355,405,17 de enero de 2024,,,Never,2.866,3.526,Wealth,10 de febrero de 2021,F,"8,5",レヴァン,Scholar,Victors Hollow,Exchange Elite Fragments,Available in GL,30 de octubre de 2025,5 de diciembre de 2024,246,296,286,336,547,637,281,331,,"Light, Tome"
Rocbouquet,Unreleased in GL,"Character%20List/Fan%2036.png, Character%20List/Lightning%2012.png, Character%20List/Wind%2046.png, Character%20List/Dark%2046.png",Available in JP,,19 de febrero de 2026,19 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,19 de febrero de 2026,Empire of Avalon (Romancing SaGa 2),287,322,572,637,402,452,,,,Never,3.266,4.086,Power,19 de febrero de 2026,S+,10,七英雄ロックブーケ,Dancer,Memoir,Romancing SaGa 2 Crossover Guidance,Available in JP,,19 de febrero de 2026,270,320,320,370,544,614,312,377,,"Dark, Fan, Lightning, Wind"
Molrusso,Yes,"Character%20List/Staff_Staves%2018.png, Character%20List/Wind%2033.png",Available in GL,6 de febrero de 2025,20 de julio de 2023,8 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,12 de junio de 2025,25 de abril de 2024,Orsterra,278,313,350,415,399,464,7 de diciembre de 2022,"3,17",E (3.99 - 0.00),Yes,2.772,3.512,Power,25 de diciembre de 2020,D,"9,2",モルルッソ,Cleric,Cragspear,Chance Encounters,Available in JP,,7 de noviembre de 2024,261,311,282,332,425,505,326,376,U Lv10 before A1,"Staff, Wind"
Cedric,,"Character%20List/Staff_Staves%203.png, Character%20List/Fire%2010.png",Available in GL,16 de enero de 2025,9 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,22 de noviembre de 2023,Orsterra,248,283,286,351,329,394,27 de julio de 2022,,,Yes,2.052,2.792,Power,28 de octubre de 2020,F,"8,5",セドリック,Cleric,Sunshade,Chance Encounters,Available in GL,30 de octubre de 2025,20 de marzo de 2025,217,267,229,279,330,410,237,287,,"Fire, Staff"
Rinyuu EX,Yes,"Character%20List/Axe%2032.png, Character%20List/Light%2054.png, Character%20List/Fire%2057.png, Character%20List/Ice%2041.png",Available in GL,31 de julio de 2025,29 de agosto de 2024,12 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,31 de julio de 2025,29 de agosto de 2024,Orsterra,238,288,370,435,439,489,31 de julio de 2025,"9,73",S+ (10.00 - 9.50),Never,2.622,3.442,Fame,29 de agosto de 2024,S+,"9,9",リンユウEx,Apothecary,Memoir,Traveler of Memories,Available in GL,5 de febrero de 2026,7 de noviembre de 2024,241,291,322,372,495,565,286,336,,"Axe, Fire, Ice, Light"
Lolo,,"Character%20List/Bow%2022.png, Character%20List/Staff_Staves%2014.png, Character%20List/Light%2034.png",Available in GL,16 de enero de 2025,14 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,29 de agosto de 2024,Orsterra,375,440,230,280,248,268,14 de febrero de 2024,,,Never,3.032,3.852,Fame,25 de marzo de 2021,F,"8,5",ロロ,Hunter,Cathedral of Thytos,Exchange Elite Fragments,Available in GL,30 de octubre de 2025,,352,417,228,278,381,461,365,415,,"Bow, Light, Staff"
Ochette,Yes,"Character%20List/Bow%2028.png, Character%20List/Sword%2039.png, Character%20List/Spear_Polearm%2023.png, Character%20List/Axe%2026.png, Character%20List/Lightning_Thunder%2026.png, Character%20List/Wind%2037.png, Character%20List/Light%2045.png",Available in GL,30 de enero de 2025,20 de julio de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,30 de enero de 2025,9 de noviembre de 2023,Solistia,395,460,220,270,238,258,30 de enero de 2025,"8,14",A (8.49 - 7.00),Never,2.862,3.682,Opulence,20 de julio de 2023,C,"9,3",オーシュット,Hunter,Memoir Logs,Memoirs of Solistia,Available in GL,,,457,522,213,263,376,456,410,460,,"Axe, Bow, Light, Lightning, Polearm, Sword, Wind"
Relm,Unreleased in GL,"Character%20List/Fan%2034.png, Character%20List/Dagger%2033.png, Character%20List/Fire%2056.png, Character%20List/Ice%2040.png, Character%20List/Lightning%2011.png, Character%20List/Wind%2043.png, Character%20List/Light%2053.png, Character%20List/Dark%2044.png",Available in JP,,25 de septiembre de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,25 de septiembre de 2025,World of Balance (Final Fantasy VI),227,262,517,582,307,357,,,,Never,2.676,3.496,Approval,25 de septiembre de 2025,S+,10,リルム,Dancer,Memoir,Final Fantasy VI Crossover Guidance,Available in JP,,25 de septiembre de 2025,230,280,210,260,514,584,402,467,,"Dagger, Dark, Fan, Fire, Ice, Light, Lightning, Wind"
Sazantos,Yes,"Character%20List/Sword%2052.png, Character%20List/Fire%2060.png, Character%20List/Light%2057.png",Available in GL,30 de enero de 2025,28 de septiembre de 2023,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,,17 de octubre de 2024,Orsterra,268,318,287,337,216,266,24 de julio de 2024,"8,58",S (9.49 - 8.50),Never,3.112,3.932,Power,28 de abril de 2023,B,"9,6",サザントス,Warrior,Memoir,Traveler of Memories,Available in GL,30 de octubre de 2025,24 de octubre de 2024,424,489,328,393,471,541,290,325,,"Fire, Light, Sword"
Levina,No,"Character%20List/Tome%2023.png, Character%20List/Dagger%2022.png, Character%20List/Wind%2026.png, Character%20List/Lightning_Thunder%2020.png",Available in GL,27 de marzo de 2025,18 de abril de 2024,8 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,27 de marzo de 2025,18 de abril de 2024,Orsterra,231,281,474,539,285,335,13 de marzo de 2024,"5,6",C (5.99 - 5.00),Never,2.876,3.536,Wealth,9 de junio de 2022,C,"9,3",レヴィーナ,Scholar,Memoir,Traveler of Memories,Unavailable,,,281,331,256,306,522,612,303,353,Leave it at U Lv9,"Dagger, Tome, Wind"
Signa,No,"Character%20List/Fan%2037.png, Character%20List/Fire%2064.png, Character%20List/Light%2059.png",Available in GL,30 de enero de 2025,28 de septiembre de 2023,5 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,24 de julio de 2025,3 de octubre de 2024,Orsterra,262,297,402,467,342,392,24 de julio de 2024,"9,75",S+ (10.00 - 9.50),Never,2.676,3.496,Fame,28 de abril de 2023,S+,"9,9",シグナ,Dancer,Memoir,Traveler of Memories,Available in GL,30 de octubre de 2025,24 de octubre de 2024,245,295,255,305,504,574,397,462,U Lv10 Game Changer,"Fan, Fire, Light"
Ori,Yes,"Character%20List/Spear_Polearm%2026.png, Character%20List/Wind%2041.png",Available in GL,16 de octubre de 2025,26 de septiembre de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,16 de octubre de 2025,26 de septiembre de 2024,Solistia,251,286,360,410,250,300,16 de octubre de 2025,"6,67",B (6.99 - 6.00),Never,3.070,3.970,Approval,26 de septiembre de 2024,B,"9,5",オリ,Merchant,Memoir Logs,Memoirs of Solistia,Available in JP,,7 de noviembre de 2024,394,459,313,363,332,412,340,375,,"Polearm, Wind"
Noel,Unreleased in GL,"Character%20List/Dagger%2028.png, Character%20List/Sword%2037.png, Character%20List/Polearm%205.png, Character%20List/Axe%2025.png, Character%20List/Bow%2027.png, Character%20List/Staff%204.png, Character%20List/Tome%2032.png, Character%20List/Fan%2030.png, Character%20List/Fire%2043.png, Character%20List/Ice%2033.png, Character%20List/Wind%2035.png",Available in JP,,19 de febrero de 2026,19 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,19 de febrero de 2026,Empire of Avalon (Romancing SaGa 2),288,338,226,276,348,398,,,,Never,3.462,4.282,Fame,19 de febrero de 2026,S+,10,七英雄ノエル,Thief,Memoir,Romancing SaGa 2 Crossover Guidance,Available in JP,,19 de febrero de 2026,593,658,385,405,402,482,360,425,,"Axe, Bow, Dagger, Fan, Fire, Ice, Polearm, Staff, Sword, Tome, Wind"
Yukes,No,"Character%20List/Staff_Staves%2035.png, Character%20List/Fire%2075.png",Available in GL,20 de marzo de 2025,7 de diciembre de 2023,26 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,14 de agosto de 2025,6 de junio de 2024,Orsterra,238,273,385,450,399,464,15 de noviembre de 2023,"2,27",E (3.99 - 0.00),Yes,2.772,3.512,Wealth,12 de mayo de 2022,C,"9,4",ユークス,Cleric,Sunshade,Chance Encounters,Available in GL,30 de octubre de 2025,21 de noviembre de 2024,241,291,273,323,415,495,371,421,Leave it at U Lv9,"Fire, Staff"
Aslyte,,"Character%20List/Dagger%203.png, Character%20List/Ice%203.png",Available in GL,16 de enero de 2025,17 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,29 de febrero de 2024,Orsterra,330,380,266,316,253,303,27 de julio de 2022,,,Yes,2.887,3.707,Fame,28 de octubre de 2020,F,"8,5",アズライト,Thief,Cragspear,Chance Encounters,Available in GL,30 de octubre de 2025,8 de mayo de 2025,350,415,272,292,337,417,412,477,,"Dagger, Ice"
Rai Mei,Yes,"Character%20List/Spear_Polearm%2030.png, Character%20List/Sword%2044.png, Character%20List/Fire%2055.png, Character%20List/Lightning_Thunder%2033.png, Character%20List/Light%2052.png, Character%20List/Dark%2042.png",Available in GL,4 de diciembre de 2025,1 de enero de 2025,25 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,4 de diciembre de 2025,1 de enero de 2025,Solistia,281,316,455,505,265,315,4 de diciembre de 2025,"7,78",A (8.49 - 7.00),Never,3.240,4.140,Approval,1 de enero de 2025,A,"9,7",ライ・メイ,Merchant,Memoir Logs,Memoirs of Solistia,Available in GL,4 de diciembre de 2025,1 de enero de 2025,289,354,298,348,442,522,230,265,,"Dark, Fire, Light, Lightning, Polearm, Sword"
Julio,,"Character%20List/Tome%2018.png, Character%20List/Ice%2020.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,,18 de julio de 2024,Orsterra,184,234,284,349,280,330,27 de julio de 2022,,,Yes,2.266,2.926,Fame,28 de octubre de 2020,H,7,フリオ,Scholar,Rippletide,Chance Encounters,Available in GL,30 de octubre de 2025,19 de diciembre de 2024,206,256,251,301,457,547,233,283,,"Ice, Tome"
Menno,,"Character%20List/Staff_Staves%2016.png, Character%20List/Wind%2031.png",Available in GL,16 de enero de 2025,22 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,18 de julio de 2024,Orsterra,243,278,284,349,332,397,27 de julio de 2022,,,Yes,2.046,2.786,Fame,28 de octubre de 2020,F,"8,5",メノ,Cleric,Rippletide,Chance Encounters,Available in GL,30 de octubre de 2025,,213,263,237,287,326,406,239,289,,"Staff, Wind"
Dorrie,,"Character%20List/Tome%207.png, Character%20List/Dark%2015.png",Available in GL,16 de enero de 2025,6 de julio de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,9 de noviembre de 2023,Orsterra,236,286,354,419,335,385,27 de julio de 2022,,,Yes,2.896,3.556,Wealth,28 de octubre de 2020,H,"7,5",ドリー,Scholar,Theatropolis,Chance Encounters,Available in GL,30 de octubre de 2025,30 de enero de 2025,251,301,306,356,552,642,283,333,,"Dark, Tome"
Peredir,,"Character%20List/Tome%2038.png, Character%20List/Fire%2053.png",Available in GL,16 de enero de 2025,17 de agosto de 2023,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,18 de enero de 2024,Orsterra,231,281,357,422,330,380,27 de julio de 2022,,,Yes,2.886,3.546,Fame,28 de octubre de 2020,F,8,ペレディール,Scholar,Valore,Chance Encounters,Available in GL,30 de octubre de 2025,24 de octubre de 2024,241,291,305,355,557,647,278,328,,"Fire, Ice, Tome"
Laura,,"Character%20List/Tome%2021.png, Character%20List/Lightning_Thunder%2018.png",Available in GL,16 de enero de 2025,22 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,14 de marzo de 2024,Orsterra,227,277,351,416,349,399,27 de julio de 2022,,,Yes,2.890,3.550,Power,28 de octubre de 2020,F+,9,ラウラ,Scholar,Theatropolis,Chance Encounters,Available in GL,30 de octubre de 2025,,255,305,293,343,552,642,275,325,,"Lightning, Tome"
Neha,No,"Character%20List/Fan%2029.png, Character%20List/Ice%2032.png, Character%20List/Dark%2031.png",Available in GL,6 de febrero de 2025,14 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,18 de enero de 2024,Solistia,262,297,417,482,337,387,6 de febrero de 2025,"6,75",B (6.99 - 6.00),Yes,2.776,3.596,Domination,14 de septiembre de 2023,A,"9,7",ネーハ,Dancer,Memoir Logs,Chance Encounters,Available in JP,,30 de enero de 2025,230,280,225,275,569,639,357,422,,"Dark, Fan, Ice"
Dark Knight,No,"Character%20List/Sword%2012.png, Character%20List/Dark%2011.png",Available in GL,18 de diciembre de 2025,16 de enero de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,18 de diciembre de 2025,16 de enero de 2025,Orsterra,338,388,232,282,266,316,18 de diciembre de 2025,"9,8",S+ (10.00 - 9.50),Never,3.232,4.052,Power,16 de enero de 2025,S+,10,黒の騎士,Warrior,Memoir,Champion of Memories,Available in GL,18 de diciembre de 2025,16 de enero de 2025,469,534,353,418,316,386,285,320,,"Dark, Sword"
Setzer,Unreleased in GL,"Character%20List/Bow%2036.png, Character%20List/Fire%2063.png, Character%20List/Wind%2050.png, Character%20List/Light%2058.png, Character%20List/Dark%2051.png",Available in JP,,25 de septiembre de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,25 de septiembre de 2025,World of Balance (Final Fantasy VI),405,470,190,240,268,288,,,,Never,3.092,3.912,Opulence,25 de septiembre de 2025,S+,"9,9",セッツァー,Hunter,Memoir,Final Fantasy VI Crossover Guidance,Available in JP,,25 de septiembre de 2025,437,502,238,288,386,466,330,380,,"Bow, Dark, Fire, Light, Wind"
Narr,,"Character%20List/Bow%2026.png, Character%20List/Dark%2030.png",Available in GL,16 de enero de 2025,28 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,4 de julio de 2024,Orsterra,246,311,390,440,444,464,14 de febrero de 2024,,,Never,2.692,3.512,Wealth,12 de noviembre de 2021,F,8,ナール,Hunter,Valore,Exchange Elite Fragments,Available in GL,30 de octubre de 2025,,251,316,282,332,422,502,296,346,,"Bow, Dark"
Canary,Yes,"Character%20List/Dagger%208.png, Character%20List/Fire%209.png",Available in GL,13 de marzo de 2025,1 de agosto de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,2 de octubre de 2025,1 de agosto de 2024,Orsterra,338,388,276,326,248,298,27 de marzo de 2024,"9,13",S (9.49 - 8.50),Never,2.872,3.692,Wealth,1 de marzo de 2023,C,"9,4",カナリィ,Thief,Grandport,Sacred Blaze Guidance,Unavailable,,,328,393,265,285,342,422,470,535,,"Dagger, Fire"
Harry,,"Character%20List/Fan%2016.png, Character%20List/Fire%2026.png",Available in GL,16 de enero de 2025,22 de junio de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,21 de diciembre de 2023,Orsterra,282,317,382,447,342,392,27 de julio de 2022,,,Yes,2.776,3.596,Wealth,28 de octubre de 2020,H,7,ハリー,Dancer,Sunshade,Chance Encounters,Available in GL,30 de octubre de 2025,7 de noviembre de 2024,255,305,245,295,484,554,342,407,,"Fan, Fire"
Nanna,,"Character%20List/Sword%2035.png, Character%20List/Dark%2029.png",Available in GL,16 de enero de 2025,22 de junio de 2023,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,12 de octubre de 2023,Orsterra,323,373,257,307,266,316,27 de julio de 2022,,,Yes,3.202,4.022,Power,28 de octubre de 2020,G,8,ナンナ,Warrior,Sunshade,Chance Encounters,Available in GL,30 de octubre de 2025,24 de octubre de 2024,389,454,333,398,291,361,285,320,,"Dark, Sword"
Carroll,,"Character%20List/Spear_Polearm%204.png, Character%20List/Wind%206.png",Available in GL,16 de enero de 2025,17 de agosto de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,,6 de junio de 2024,Orsterra,251,286,290,340,300,350,27 de julio de 2022,,,Yes,3.450,4.350,Power,28 de octubre de 2020,H,"7,5",キャロル,Merchant,Rippletide,Chance Encounters,Available in GL,30 de octubre de 2025,5 de diciembre de 2024,349,414,343,393,327,407,225,260,,"Polearm, Wind"
Juan,,"Character%20List/Spear_Polearm%2015.png, Character%20List/Dark%2026.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,,23 de mayo de 2024,Orsterra,251,286,280,330,280,330,27 de julio de 2022,,,Yes,3.470,4.370,Fame,28 de octubre de 2020,H,"7,5",フアン,Merchant,Sheperd's Rock,Chance Encounters,Available in GL,30 de octubre de 2025,16 de enero de 2025,359,424,363,413,317,397,225,260,,"Dark, Polearm"
Sigrid,,"Character%20List/Sword%2055.png, Character%20List/Lightning_Thunder%2041.png",Available in GL,16 de enero de 2025,22 de junio de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,7 de diciembre de 2023,Orsterra,323,373,247,297,240,290,27 de julio de 2022,,,Yes,3.210,4.030,Power,28 de octubre de 2020,F+,9,ジークリット,Warrior,Sheperd's Rock,Chance Encounters,Available in GL,30 de octubre de 2025,5 de diciembre de 2024,394,459,330,395,296,366,296,331,,"Lightning, Sword"
Conny,,"Character%20List/Spear_Polearm%207.png, Character%20List/Lightning_Thunder%203.png",Available in GL,16 de enero de 2025,22 de junio de 2023,20 de noviembre de 2025,Available in JP,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,12 de octubre de 2023,Orsterra,251,286,288,338,285,335,27 de julio de 2022,,,Yes,3.460,4.360,Wealth,28 de octubre de 2020,G,8,コニー,Merchant,Rippletide,Chance Encounters,Available in GL,30 de octubre de 2025,,351,416,348,398,322,402,235,270,,"Lightning, Polearm"
Mabel,,"Character%20List/Fan%2023.png, Character%20List/Lightning_Thunder%2022.png",Available in GL,16 de enero de 2025,12 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,29 de agosto de 2024,Orsterra,272,307,377,442,342,392,27 de julio de 2022,,,Yes,2.770,3.590,Power,28 de octubre de 2020,F+,9,メイベル,Dancer,Sheperd's Rock,Chance Encounters,Available in GL,30 de octubre de 2025,,250,300,246,296,489,559,344,409,,"Fan, Lightning"
Dark Priestess,No,Character%20List/Dark%2012.png,Available in GL,18 de diciembre de 2025,16 de enero de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,18 de diciembre de 2025,16 de enero de 2025,Orsterra,292,327,487,552,322,372,18 de diciembre de 2025,"8,79",S (9.49 - 8.50),Never,2.676,3.496,Fame,16 de enero de 2025,S+,"9,9",黒の巫女,Dancer,Memoir,Champion of Memories,Available in GL,18 de diciembre de 2025,16 de enero de 2025,225,275,235,285,514,584,372,437,,Dark
Menny,No,"Character%20List/Sword%2032.png, Character%20List/Light%2038.png",Available in GL,16 de enero de 2025,6 de julio de 2023,5 de febrero de 2026,Available in JP,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,18 de enero de 2024,Orsterra,323,373,252,302,251,301,27 de julio de 2022,,,Yes,2.212,3.032,Wealth,28 de octubre de 2020,G,8,メニー,Warrior,Sheperd's Rock,Chance Encounters,Available in GL,30 de octubre de 2025,21 de noviembre de 2024,394,459,338,403,286,356,295,330,,"Light, Sword"
Trish,,"Character%20List/Sword%2060.png, Character%20List/Wind%2063.png",Available in GL,16 de enero de 2025,28 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,28 de marzo de 2024,Orsterra,314,364,269,319,256,306,27 de julio de 2022,,,Yes,3.195,4.015,Wealth,28 de octubre de 2020,F,8,トリッシュ,Warrior,Rippletide,Chance Encounters,Available in GL,30 de octubre de 2025,27 de febrero de 2025,386,451,333,398,292,362,282,317,,"Sword, Wind"
Rodion,,"Character%20List/Axe%2034.png, Character%20List/Dark%2047.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,11 de abril de 2024,Orsterra,221,271,294,359,218,268,27 de julio de 2022,,,Yes,3.245,4.065,Fame,28 de octubre de 2020,F,8,ロディオン,Apothecary,Emberglow,Chance Encounters,Available in GL,30 de octubre de 2025,6 de enero de 2025,355,405,392,442,383,453,274,324,,"Axe, Dark"
Kurtz,No,"Character%20List/Dagger%2021.png, Character%20List/Wind%2023.png",Available in GL,16 de enero de 2025,22 de junio de 2023,22 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️,Available in GL,,25 de abril de 2024,Orsterra,335,385,246,296,265,315,27 de julio de 2022,,,Yes,2.892,3.712,Wealth,28 de octubre de 2020,F+,9,カルツ,Thief,Theatropolis,Chance Encounters,Available in GL,30 de octubre de 2025,19 de diciembre de 2024,353,418,288,308,317,397,403,468,,"Dagger, Wind"
Heinz,,"Character%20List/Tome%2015.png, Character%20List/Dark%2023.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,26 de septiembre de 2024,Orsterra,225,275,349,414,343,393,27 de julio de 2022,,,Yes,2.925,3.585,Wealth,28 de octubre de 2020,F,"8,5",ハインツ,Scholar,Cragspear,Chance Encounters,Available in GL,30 de octubre de 2025,16 de enero de 2025,250,300,296,346,544,634,273,323,,"Dark, Tome"
Meena,,"Character%20List/Fan%2026.png, Character%20List/Light%2037.png",Available in GL,16 de enero de 2025,22 de junio de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,4 de enero de 2024,Orsterra,265,300,381,446,339,389,27 de julio de 2022,,,Yes,2.786,3.606,Fame,28 de octubre de 2020,F+,9,ミーナ,Dancer,Clearbrook,Chance Encounters,Available in GL,30 de octubre de 2025,,242,292,235,285,493,563,352,417,,"Fan, Light"
