Name,Adjusted Character,Attributes,Blessing of the Lantern,BotL Date in GL,BotL Date in JP,BotL Lv.2 Date in JP,BotL Lv.2 in JP,Class,Class Breakthrough,Class Breakthrough Date in GL,Class Breakthrough Date in JP,Continent,Crit,Crit (Lv. 120),E.Atk,E.Atk (Lv. 120),E.Def,E.Def (Lv. 120),GL Release Date,GL Score,GL Tier,General pool,HP,HP (Lv. 120),Influence,JP Release Date,JP Tier,JP game8 Score,Japanese Name,Job,Location,Obtained from,Overcharge,Overcharge Date in GL,Overcharge Date in JP,P.Atk,P.Atk (Lv. 120),P.Def,P.Def (Lv. 120),SP,SP (Lv. 120),Spd,Spd (Lv. 120),Weakness to hit
2B,No,"Character%20List/Sword%2047.png, Character%20List/Axe%2030.png, Character%20List/Fire%2057.png, Character%20List/Dark%2044.png",Available in GL,4 de septiembre de 2025,14 de marzo de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,4 de septiembre de 2025,14 de marzo de 2024,NieR Universe (NieR series),288,338,257,307,246,296,22 de marzo de 2023,"4,89",D (4.99 - 4.00),Never,3242,4062,Fame,1 de marzo de 2022,F | 8.0,8,2B,Warrior,Memoir,NieR:Automata Crossover Guidance,Available in JP,,28 de noviembre de 2024,434,499,323,388,301,371,320,355,"Axe, Dark, Fire, Sword"
Cerna,,"Character%20List/Spear_Polearm%2031.png, Character%20List/Dark%2045.png",Available in GL,16 de enero de 2025,26 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,18 de julio de 2024,Orsterra,251,286,223,273,230,280,30 de agosto de 2023,,,Never,2481,3381,Wealth,28 de octubre de 2020,F | 8.0,"8,5",チェルナ,Merchant,Donescu,Exchange Elite Fragments,Available in GL,,30 de octubre de 2025,301,366,307,357,239,319,181,216,"Dark, Polearm"
Efrain,,"Character%20List/Staff_Staves%2025.png, Character%20List/Fire%2058.png",Available in GL,16 de enero de 2025,14 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,15 de agosto de 2024,Orsterra,288,323,335,400,354,419,25 de octubre de 2023,,,Never,2787,3527,Power,14 de enero de 2021,F | 8.0,"8,5",エフレン,Cleric,Sunshade,Exchange Elite Fragments,Available in GL,30 de octubre de 2025,27 de marzo de 2025,336,386,272,322,395,475,291,341,"Fire, Staff"
Devin,No,"Character%20List/Spear_Polearm%2032.png, Character%20List/Wind%2045.png",Available in GL,16 de enero de 2025,28 de septiembre de 2023,26 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,11 de abril de 2024,Orsterra,261,296,284,334,283,333,27 de julio de 2022,,,Yes,3460,4360,Wealth,28 de octubre de 2020,F+ | 8.5,9,デヴィン,Merchant,Valore,Chance Encounters,Available in GL,30 de octubre de 2025,21 de noviembre de 2024,351,416,343,393,326,406,217,252,"Polearm, Wind"
Noelle,,"Character%20List/Tome%2038.png, Character%20List/Wind%2046.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,9 de mayo de 2024,Orsterra,230,280,404,469,332,382,27 de julio de 2022,,,Yes,2895,3555,Fame,28 de octubre de 2020,F+ | 8.5,9,ノエル,Scholar,Valore,Chance Encounters,Available in GL,30 de octubre de 2025,,244,294,287,337,556,646,288,338,"Tome, Wind"
Signa EX,No,"Character%20List/Axe%2031.png, Character%20List/Sword%2048.png, Character%20List/Polearm%205.png, Character%20List/Staff%206.png",Available in GL,12 de marzo de 2026,13 de marzo de 2025,18 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,12 de marzo de 2026,13 de marzo de 2025,Overworld (Dragon Quest III),208,258,236,301,248,298,12 de marzo de 2026,,,Never,3940,4760,Approval,13 de marzo de 2025,A | 9.7,"9,7",シグナEx,Apothecary,Memoir,Dragon Quest III Crossover Guidance,Available in GL,12 de marzo de 2026,13 de marzo de 2025,440,490,357,407,378,448,196,246,"Axe, Polearm, Staff, Sword"
Celes,Unreleased in GL,"Character%20List/Sword%2049.png, Character%20List/Ice%2038.png, Character%20List/Light%2050.png",Available in JP,,25 de septiembre de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,25 de septiembre de 2025,World of Balance (Final Fantasy VI),263,313,442,492,281,331,,,,Never,3072,3892,Domination,25 de septiembre de 2025,A | 9.7,"9,7",セリス,Warrior,Memoir,Final Fantasy VI Crossover Guidance,Available in JP,,25 de septiembre de 2025,284,349,333,398,336,406,285,320,"Ice, Light, Sword"
Tahir,,"Character%20List/Sword%2050.png, Character%20List/Fire%2059.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,23 de mayo de 2024,Orsterra,325,375,237,287,249,299,27 de julio de 2022,,,Yes,3244,4064,Fame,28 de octubre de 2020,F | 8.0,8,ターヒル,Warrior,Sunshade,Chance Encounters,Available in GL,30 de octubre de 2025,6 de enero de 2025,391,456,338,403,282,352,278,313,"Fire, Sword"
Miles,No,"Character%20List/Sword%2051.png, Character%20List/Light%2051.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,5 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,21 de diciembre de 2023,Orsterra,311,361,241,291,261,311,27 de julio de 2022,,,Yes,3230,4050,Power,28 de octubre de 2020,F | 8.0,8,マイルズ,Warrior,Emberglow,Chance Encounters,Available in GL,30 de octubre de 2025,21 de noviembre de 2024,378,443,352,417,291,361,274,309,"Light, Sword"
Relm,Unreleased in GL,"Character%20List/Fan%2029.png, Character%20List/Dagger%2031.png, Character%20List/Fire%2060.png, Character%20List/Ice%2039.png, Character%20List/Lightning%209.png, Character%20List/Wind%2047.png, Character%20List/Light%2052.png, Character%20List/Dark%2046.png",Available in JP,,25 de septiembre de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,25 de septiembre de 2025,World of Balance (Final Fantasy VI),227,262,517,582,307,357,,,,Never,2676,3496,Approval,25 de septiembre de 2025,S+ | 9.9,"9,9",リルム,Dancer,Memoir,Final Fantasy VI Crossover Guidance,Available in JP,,25 de septiembre de 2025,230,280,210,260,514,584,402,467,"Dagger, Dark, Fan, Fire, Ice, Light, Lightning, Wind"
Partitio EX,Yes,"Character%20List/Dagger%2032.png, Character%20List/Staff%207.png",Available in GL,12 de marzo de 2026,13 de marzo de 2025,18 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,12 de marzo de 2026,13 de marzo de 2025,Overworld (Dragon Quest III),488,538,216,266,218,268,12 de marzo de 2026,,,Never,2922,3742,Opulence,13 de marzo de 2025,B | 9.6-9.5,"9,6",パルテティオEx,Thief,Memoir,Dragon Quest III Crossover Guidance,Available in GL,12 de marzo de 2026,13 de marzo de 2025,358,423,235,255,322,402,435,500,"Dagger, Staff"
Reime,Unreleased in GL,"Character%20List/Sword%2052.png, Character%20List/Dark%2047.png",Available in JP,,18 de diciembre de 2025,18 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,18 de diciembre de 2025,Orsterra,378,428,227,277,251,301,,,,Never,3132,3952,Power,18 de diciembre de 2025,B | 9.6-9.5,"9,5",レイメ,Warrior,Memoir,Tourney,Available in JP,,18 de diciembre de 2025,454,519,328,393,336,406,305,340,"Dark, Sword"
Mabel,No,"Character%20List/Fan%2030.png, Character%20List/Lightning_Thunder%2035.png",Available in GL,16 de enero de 2025,12 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,29 de agosto de 2024,Orsterra,272,307,377,442,342,392,27 de julio de 2022,,,Yes,2770,3590,Power,28 de octubre de 2020,D | 9.2-9.1,"9,2",メイベル,Dancer,Sheperd's Rock,Chance Encounters,Available in GL,30 de octubre de 2025,,250,300,246,296,489,559,344,409,"Fan, Lightning"
Kazan,No,"Character%20List/Tome%2039.png, Character%20List/Fire%2061.png, Character%20List/Wind%2048.png",Available in GL,21 de mayo de 2026,19 de junio de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,21 de mayo de 2026,19 de junio de 2025,Solistia,321,371,454,519,315,365,21 de mayo de 2026,,,Never,2826,3486,Domination,19 de junio de 2025,A | 9.7,"9,7",カザン,Scholar,Memoir Logs,Memoirs of Solistia,Available in GL,21 de mayo de 2026,19 de junio de 2025,216,266,256,306,582,672,243,293,"Fire, Tome, Wind"
Paula,,"Character%20List/Fan%2031.png, Character%20List/Dark%2048.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,6 de junio de 2024,Orsterra,277,312,387,452,332,382,25 de octubre de 2023,,,Never,2776,3596,Power,28 de enero de 2021,F+ | 8.5,9,ポーラ,Dancer,Victors Hollow,Exchange Elite Fragments,Available in GL,30 de octubre de 2025,27 de febrero de 2025,245,295,245,295,489,559,347,412,"Dark, Fan"
Temenos EX,Unreleased in GL,"Character%20List/Fire%2062.png, Character%20List/Ice%2040.png, Character%20List/Lightning%2010.png, Character%20List/Wind%2049.png, Character%20List/Light%2053.png, Character%20List/Dark%2049.png",Available in JP,,23 de abril de 2026,23 de abril de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,23 de abril de 2026,Solistia,271,321,554,619,395,445,,,,Never,3386,4046,Domination,23 de abril de 2026,S | 9.8,"9,8",テメノスEx,Scholar,Memoir,Memoirs of Solistia,Available in JP,,23 de abril de 2026,251,301,356,406,637,727,243,293,"Dark, Fire, Ice, Light, Lightning, Wind"
Tiziano EX,Unreleased in GL,"Character%20List/Polearm%206.png, Character%20List/Dagger%2033.png, Character%20List/Wind%2050.png",Available in JP,,1 de enero de 2026,1 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,1 de enero de 2026,Orsterra,341,376,295,345,315,365,,,,Never,4030,4930,Wealth,1 de enero de 2026,S | 9.8,"9,8",ティツィアーノEx,Merchant,Memoir,Glaze Travelers (Tiziano EX & Levina EX),Available in JP,,1 de enero de 2026,484,549,348,398,362,442,285,320,"Polearm, Wind"
Avar,No,"Character%20List/Axe%2032.png, Character%20List/Sword%2053.png, Character%20List/Fire%2063.png, Character%20List/Dark%2050.png",Available in GL,4 de junio de 2026,10 de abril de 2025,19 de marzo de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,4 de junio de 2026,10 de abril de 2025,Solistia,208,258,241,306,253,303,4 de junio de 2026,,,Never,3220,4040,Domination,10 de abril de 2025,A | 9.7,"9,7",アヴァル,Apothecary,Memoir Logs,Champion of Memories,Available in GL,4 de junio de 2026,10 de abril de 2025,475,525,402,452,368,438,301,351,"Axe, Dark, Fire, Sword"
Kenneth,,"Character%20List/Tome%2040.png, Character%20List/Ice%2041.png",Available in GL,16 de enero de 2025,9 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,20 de junio de 2024,Orsterra,176,226,284,349,290,340,29 de noviembre de 2023,,,Never,2236,2896,Wealth,25 de diciembre de 2020,F+ | 8.5,9,ケネス,Scholar,Clearbrook,Exchange Elite Fragments,Available in GL,30 de octubre de 2025,20 de marzo de 2025,196,246,246,296,462,552,238,288,"Ice, Tome"
Brigitte,,Character%20List/Staff_Staves%2026.png,Available in GL,16 de enero de 2025,12 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,6 de junio de 2024,Orsterra,278,313,360,425,369,434,29 de noviembre de 2023,,,Never,2772,3512,Wealth,8 de abril de 2021,F | 8.0,"8,5",ブリジット,Cleric,Cathedral of Thytos,Exchange Elite Fragments,Available in GL,30 de octubre de 2025,19 de diciembre de 2024,256,306,274,324,410,490,331,381,Staff
Setzer,Unreleased in GL,"Character%20List/Bow%2028.png, Character%20List/Fire%2064.png, Character%20List/Wind%2051.png, Character%20List/Light%2054.png, Character%20List/Dark%2051.png",Available in JP,,25 de septiembre de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,25 de septiembre de 2025,World of Balance (Final Fantasy VI),405,470,190,240,268,288,,,,Never,3092,3912,Opulence,25 de septiembre de 2025,S | 9.8,"9,8",セッツァー,Hunter,Memoir,Final Fantasy VI Crossover Guidance,Available in JP,,25 de septiembre de 2025,437,502,238,288,386,466,330,380,"Bow, Dark, Fire, Light, Wind"
Madelaine,,"Character%20List/Staff_Staves%2027.png, Character%20List/Lightning_Thunder%2036.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,8 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️,Available in GL,,23 de mayo de 2024,Orsterra,284,319,355,420,393,458,27 de julio de 2022,,,Yes,2777,3517,Wealth,28 de octubre de 2020,F | 8.0,8,マドレーヌ,Cleric,Clearbrook,Chance Encounters,Available in GL,30 de octubre de 2025,7 de noviembre de 2024,281,331,272,322,408,488,291,341,"Lightning, Staff"
9S,No,"Character%20List/Spear_Polearm%2033.png, Character%20List/Fire%2065.png, Character%20List/Lightning_Thunder%2037.png",Available in GL,4 de septiembre de 2025,14 de marzo de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,4 de septiembre de 2025,14 de marzo de 2024,NieR Universe (NieR series),216,251,389,439,290,340,22 de marzo de 2023,"3,44",E (3.99 - 0.00),Never,3240,4140,Wealth,1 de marzo de 2022,F | 8.0,8,9S,Merchant,Memoir,NieR:Automata Crossover Guidance,Available in JP,,28 de noviembre de 2024,235,300,353,403,362,442,320,355,"Fire, Lightning, Polearm"
Mydia EX,Unreleased in GL,"Character%20List/Wind%2052.png, Character%20List/Light%2055.png, Character%20List/Dark%2052.png",Available in JP,,23 de abril de 2026,23 de abril de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,23 de abril de 2026,Solistia,307,342,522,587,342,392,,,,Never,3316,4136,Approval,23 de abril de 2026,S | 9.8,"9,8",ミディヤEx,Dancer,Memoir,Memoirs of Solistia,Available in JP,,23 de abril de 2026,260,310,295,345,554,624,412,477,"Dark, Light, Wind"
Pardis III EX,Unreleased in GL,"Character%20List/Light%2056.png, Character%20List/Ice%2042.png, Character%20List/Wind%2053.png",Available in JP,,9 de octubre de 2025,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,9 de octubre de 2025,Orsterra,283,318,520,585,309,374,,,,Never,2812,3552,Power,9 de octubre de 2025,S+ | 9.9,"9,9",パーディス三世の詳細,Cleric,Memoir,Sacred Hearts,Available in JP,,9 de octubre de 2025,196,246,262,312,530,610,326,376,Light
Ramona,,"Character%20List/Staff_Staves%2028.png, Character%20List/Ice%2043.png",Available in GL,16 de enero de 2025,6 de julio de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,4 de julio de 2024,Orsterra,253,288,367,432,380,445,27 de julio de 2022,,,Yes,3132,3872,Power,28 de octubre de 2020,F+ | 8.5,9,ラモーナ,Cleric,Clearbrook,Chance Encounters,Available in GL,30 de octubre de 2025,21 de noviembre de 2024,240,290,228,278,371,451,340,390,"Ice, Staff"
Levina EX2,Unreleased in GL,"Character%20List/Dagger%2034.png, Character%20List/Lightning%2011.png, Character%20List/Wind%2054.png",Available in JP,,1 de enero de 2026,1 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,1 de enero de 2026,Orsterra,498,548,271,321,228,278,,,,Never,3252,4072,Wealth,1 de enero de 2026,S+ | 9.9,"9,9",レヴィーナEx,Thief,Memoir,Glaze Travelers (Tiziano EX & Levina EX),Available in JP,,1 de enero de 2026,458,523,255,275,502,582,490,555,"Dagger, Lightning, Wind"
Morena,No,"Character%20List/Tome%2041.png, Character%20List/Staff_Staves%2029.png, Character%20List/Wind%2055.png",Available in GL,19 de marzo de 2026,5 de diciembre de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,19 de marzo de 2026,5 de diciembre de 2024,Solistia,236,286,384,449,295,345,19 de marzo de 2026,,,Never,2886,3546,Approval,5 de diciembre de 2024,B | 9.6-9.5,"9,5",モレーナ,Scholar,Memoir Logs,Chance Encounters,Available in GL,19 de marzo de 2026,5 de diciembre de 2024,301,351,286,336,552,642,313,363,"Staff, Tome, Wind"
Cedric,,"Character%20List/Staff_Staves%2030.png, Character%20List/Fire%2066.png",Available in GL,16 de enero de 2025,9 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,22 de noviembre de 2023,Orsterra,248,283,286,351,329,394,27 de julio de 2022,,,Yes,2052,2792,Power,28 de octubre de 2020,F | 8.0,"8,5",セドリック,Cleric,Sunshade,Chance Encounters,Available in GL,30 de octubre de 2025,20 de marzo de 2025,217,267,229,279,330,410,237,287,"Fire, Staff"
Meena,,"Character%20List/Fan%2032.png, Character%20List/Light%2057.png",Available in GL,16 de enero de 2025,22 de junio de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,4 de enero de 2024,Orsterra,265,300,381,446,339,389,27 de julio de 2022,,,Yes,2786,3606,Fame,28 de octubre de 2020,F+ | 8.5,9,ミーナ,Dancer,Clearbrook,Chance Encounters,Available in GL,30 de octubre de 2025,,242,292,235,285,493,563,352,417,"Fan, Light"
Durand,,"Character%20List/Dagger%2035.png, Character%20List/Light%2058.png",Available in GL,20 de marzo de 2025,22 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,12 de septiembre de 2024,Orsterra,348,398,246,296,248,298,13 de diciembre de 2023,,,Never,2787,3607,Fame,26 de noviembre de 2020,F+ | 8.5,9,デュラン,Thief,Rippletide,Exchange Elite Fragments,Available in GL,30 de octubre de 2025,30 de enero de 2025,368,433,280,300,322,402,405,470,"Dagger, Light"
Terra,Unreleased in GL,"Character%20List/Tome%2042.png, Character%20List/Fire%2067.png, Character%20List/Ice%2044.png, Character%20List/Lightning%2012.png, Character%20List/Wind%2056.png, Character%20List/Light%2059.png, Character%20List/Dark%2053.png",Available in JP,11 de junio de 2026,28 de agosto de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,11 de junio de 2026,28 de agosto de 2025,World of Balance (Final Fantasy VI),311,361,464,529,325,375,11 de junio de 2026,,,Never,2846,3506,Power,28 de agosto de 2025,A | 9.7,"9,7",ティナ,Scholar,Memoir,Final Fantasy VI Crossover Guidance,Available in JP,11 de junio de 2026,28 de agosto de 2025,196,246,251,301,602,692,263,313,"Dark, Fire, Ice, Light, Lightning, Tome, Wind"
Jorn,,"Character%20List/Sword%2054.png, Character%20List/Dark%2054.png",Available in GL,16 de enero de 2025,22 de junio de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,9 de mayo de 2024,Orsterra,341,391,220,270,236,286,13 de diciembre de 2023,,,Never,3207,4027,Wealth,25 de febrero de 2021,F+ | 8.5,9,ヨルン,Warrior,Donescu,Exchange Elite Fragments,Available in GL,30 de octubre de 2025,,420,485,333,398,291,361,280,315,"Dark, Sword"
Esmeralda,No,Character%20List/Dagger%2036.png,Available in GL,2 de abril de 2026,5 de junio de 2025,19 de marzo de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,2 de abril de 2026,5 de junio de 2025,Orsterra,308,358,236,286,243,293,2 de abril de 2026,,,Never,2912,3732,Power,5 de junio de 2025,B | 9.6-9.5,"9,6",エスメラルダ,Thief,Memoir,Champion of Memories,Available in GL,2 de abril de 2026,5 de junio de 2025,423,488,275,295,352,432,480,545,Dagger
Stia,Unreleased in GL,"Character%20List/Axe%2033.png, Character%20List/Staff%208.png, Character%20List/Tome%2043.png, Character%20List/Wind%2057.png",Available in JP,,22 de enero de 2026,22 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,22 de enero de 2026,Orsterra,333,383,311,376,298,348,,,,Never,3720,4540,Fame,22 de enero de 2026,A | 9.7,"9,7",,Apothecary,Memoir,Traveler of Memories,Available in JP,,22 de enero de 2026,485,535,417,467,408,478,291,341,"Axe, Staff, Tome, Wind"
Cornelia,,"Character%20List/Axe%2034.png, Character%20List/Lightning_Thunder%2038.png",Available in GL,16 de enero de 2025,28 de septiembre de 2023,20 de noviembre de 2025,Available in JP,⭐️⭐️⭐️⭐️,Available in GL,,12 de septiembre de 2024,Orsterra,223,273,301,366,233,283,17 de enero de 2024,,,Never,3210,4030,Power,11 de diciembre de 2020,F | 8.0,8,コルネリア,Apothecary,Flamesgrace,Exchange Elite Fragments,Available in GL,30 de octubre de 2025,24 de octubre de 2024,335,385,382,432,403,473,286,336,"Axe, Lightning"
Elrica EX2,Unreleased in GL,"Character%20List/Fan%2033.png, Character%20List/Sword%2055.png, Character%20List/Light%2060.png, Character%20List/Lightning%2013.png",Available in JP,,9 de octubre de 2025,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,9 de octubre de 2025,Orsterra,307,342,572,637,272,322,,,,Never,2796,3616,Power,9 de octubre de 2025,S | 9.8,"9,8",エリカの詳細,Dancer,Memoir,Sacred Hearts,Available in JP,,9 de octubre de 2025,270,320,210,260,534,604,282,347,"Light, Lightning, Sword"
Pia,,"Character%20List/Spear_Polearm%2034.png, Character%20List/Light%2061.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,9 de noviembre de 2023,Orsterra,241,276,280,330,280,330,27 de julio de 2022,,,Yes,3450,4350,Fame,28 de octubre de 2020,F | 8.0,"8,5",ピア,Merchant,Sunshade,Chance Encounters,Available in GL,30 de octubre de 2025,16 de enero de 2025,349,414,348,398,341,421,225,260,"Light, Polearm"
Alaune EX2,Unreleased in GL,"Character%20List/Sword%2056.png, Character%20List/Fire%2068.png, Character%20List/Ice%2045.png, Character%20List/Lightning%2014.png, Character%20List/Wind%2058.png, Character%20List/Light%2062.png, Character%20List/Dark%2055.png",Available in JP,,23 de octubre de 2025,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,23 de octubre de 2025,Orsterra,378,428,512,562,321,371,,,,Never,3442,4262,Power,23 de octubre de 2025,S+ | 9.9,"9,9",剣士アラウネ,Warrior,Memoir,Traveler of Memories,Available in JP,,23 de octubre de 2025,354,419,368,433,426,496,235,270,"Dark, Fire, Ice, Light, Lightning, Sword, Wind"
Final Emperor,Unreleased in GL,"Character%20List/Sword%2057.png, Character%20List/Polearm%207.png, Character%20List/Dagger%2037.png, Character%20List/Axe%2035.png, Character%20List/Bow%2029.png, Character%20List/Staff%209.png, Character%20List/Fire%2069.png, Character%20List/Ice%2046.png, Character%20List/Lightning%2015.png, Character%20List/Light%2063.png, Character%20List/Dark%2056.png",Available in JP,,5 de febrero de 2026,5 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,5 de febrero de 2026,Empire of Avalon (Romancing SaGa 2),323,373,267,317,301,351,,,,Never,3782,4602,Power,5 de febrero de 2026,S++ | 10.0,10,最終皇帝(男),Warrior,Memoir,Romancing SaGa 2 Crossover Guidance,Available in JP,,5 de febrero de 2026,554,619,388,453,346,416,320,355,"Axe, Bow, Dagger, Dark, Fire, Ice, Light, Lightning, Polearm, Staff, Sword"
Barrad,,"Character%20List/Spear_Polearm%2035.png, Character%20List/Fire%2070.png",Available in GL,16 de enero de 2025,6 de julio de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,28 de marzo de 2024,Orsterra,246,281,285,335,275,325,27 de julio de 2022,,,Yes,3470,4370,Power,28 de octubre de 2020,F | 8.0,"8,5",バラッド,Merchant,Rippletide,Chance Encounters,Available in GL,30 de octubre de 2025,27 de febrero de 2025,366,431,348,398,322,402,220,255,"Fire, Polearm"
Levan,,"Character%20List/Tome%2044.png, Character%20List/Light%2064.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,26 de septiembre de 2024,Orsterra,241,291,344,409,355,405,17 de enero de 2024,,,Never,2866,3526,Wealth,10 de febrero de 2021,F | 8.0,"8,5",レヴァン,Scholar,Victors Hollow,Exchange Elite Fragments,Available in GL,30 de octubre de 2025,5 de diciembre de 2024,246,296,286,336,547,637,281,331,"Light, Tome"
Narr,,"Character%20List/Bow%2030.png, Character%20List/Dark%2057.png",Available in GL,16 de enero de 2025,28 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,4 de julio de 2024,Orsterra,246,311,390,440,444,464,14 de febrero de 2024,,,Never,2692,3512,Wealth,12 de noviembre de 2021,F | 8.0,8,ナール,Hunter,Valore,Exchange Elite Fragments,Available in GL,30 de octubre de 2025,,251,316,282,332,422,502,296,346,"Bow, Dark"
Lolo,,"Character%20List/Bow%2031.png, Character%20List/Staff_Staves%2031.png, Character%20List/Light%2065.png",Available in GL,16 de enero de 2025,14 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,29 de agosto de 2024,Orsterra,375,440,230,280,248,268,14 de febrero de 2024,,,Never,3032,3852,Fame,25 de marzo de 2021,F | 8.0,"8,5",ロロ,Hunter,Cathedral of Thytos,Exchange Elite Fragments,Available in GL,30 de octubre de 2025,,352,417,228,278,381,461,365,415,"Bow, Light, Staff"
Mahrez,No,"Character%20List/Sword%2058.png, Character%20List/Polearm%208.png, Character%20List/Dagger%2038.png, Character%20List/Axe%2036.png, Character%20List/Bow%2032.png, Character%20List/Staff%2010.png, Character%20List/Tome%2045.png, Character%20List/Fan%2034.png, Character%20List/Lightning%2016.png, Character%20List/Light%2066.png",Available in GL,16 de abril de 2026,29 de mayo de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,16 de abril de 2026,29 de mayo de 2025,Orsterra,248,298,227,277,271,321,16 de abril de 2026,,,Never,3260,4080,Power,29 de mayo de 2025,B | 9.6-9.5,"9,6",マフレズ,Warrior,Memoir,Traveler of Memories,Available in GL,16 de abril de 2026,29 de mayo de 2025,474,539,338,403,306,376,315,350,"Axe, Bow, Dagger, Fan, Light, Lightning, Polearm, Staff, Sword, Tome"
Saoirse,Unreleased in GL,"Character%20List/Fan%2035.png, Character%20List/Wind%2059.png",Available in JP,,7 de mayo de 2026,7 de mayo de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,7 de mayo de 2026,Orsterra,277,312,477,542,362,412,,,,Never,3266,4086,Fame,7 de mayo de 2026,A | 9.7,"9,7",シアーシャ,Dancer,Memoir,Traveler of Memories,Available in JP,,7 de mayo de 2026,270,320,305,355,564,634,447,512,"Fan, Wind"
Menno,,"Character%20List/Staff_Staves%2032.png, Character%20List/Wind%2060.png",Available in GL,16 de enero de 2025,22 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,18 de julio de 2024,Orsterra,243,278,284,349,332,397,27 de julio de 2022,,,Yes,2046,2786,Fame,28 de octubre de 2020,F | 8.0,"8,5",メノ,Cleric,Rippletide,Chance Encounters,Available in GL,30 de octubre de 2025,,213,263,237,287,326,406,239,289,"Staff, Wind"
Final Empress,Unreleased in GL,"Character%20List/Tome%2046.png, Character%20List/Fire%2071.png, Character%20List/Wind%2061.png, Character%20List/Light%2067.png",Available in JP,,5 de febrero de 2026,5 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,5 de febrero de 2026,Empire of Avalon (Romancing SaGa 2),251,301,554,619,385,435,,,,Never,3276,3936,Power,5 de febrero de 2026,S++ | 10.0,10,最終皇帝(女),Scholar,Memoir,Romancing SaGa 2 Crossover Guidance,Available in JP,,5 de febrero de 2026,251,301,336,386,662,752,293,343,"Fire, Light, Tome, Wind"
